STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TMAX,TMIN,WSF2
USW00013970,30.53782,-91.14681,20.4,2019-08-16,0.0,361.0,244.0,45.0
USW00013971,36.26727,-93.15657,418.0,2019-08-16,0.0,289.0,217.0,63.0
USW00013972,32.3587,-95.404,159.5,2019-08-16,0.0,378.0,228.0,67.0
USW00013973,30.51048,-99.76649,521.5,2019-08-16,0.0,394.0,217.0,63.0
USW00013975,36.29659,-99.76865,665.9,2019-08-16,0.0,400.0,222.0,143.0
USW00013976,30.19859,-91.98957,10.8,2019-08-16,0.0,344.0,239.0,58.0
USW00013977,33.45606,-93.98777,115.8,2019-08-16,0.0,361.0,222.0,54.0
USW00013978,33.49612,-90.08946,42.7,2019-08-16,0.0,350.0,211.0,40.0
USW00013981,37.6705,-95.48462,298.8,2019-08-16,3.0,294.0,211.0,103.0
USW00013984,39.55127,-97.65077,444.3,2019-08-16,3.0,300.0,200.0,76.0
USW00013985,37.77105,-99.96915,785.6,2019-08-16,0.0,372.0,200.0,134.0
USW00013986,38.06824,-97.86075,463.2,2019-08-16,28.0,333.0,206.0,116.0
USW00013987,37.15222,-94.49524,296.4,2019-08-16,132.0,256.0,200.0,98.0
USW00013988,39.12791,-94.58915,226.2,2019-08-16,183.0,289.0,200.0,116.0
USW00013994,38.75246,-90.37342,162.0,2019-08-16,0.0,289.0,228.0,63.0
USW00013995,37.23983,-93.38995,384.7,2019-08-16,163.0,256.0,194.0,143.0
USW00013996,39.07246,-95.62602,268.1,2019-08-16,521.0,294.0,189.0,148.0
USW00014605,44.3161,-69.79702,106.4,2019-08-16,114.0,250.0,150.0,58.0
USW00014606,44.79791,-68.81852,44.9,2019-08-16,58.0,239.0,128.0,67.0
USW00014607,46.87049,-68.01723,188.6,2019-08-16,5.0,200.0,100.0,58.0
USW00014609,46.11846,-67.79289,146.4,2019-08-16,25.0,200.0,61.0,54.0
USW00014610,45.64778,-68.69245,122.2,2019-08-16,76.0,222.0,100.0,31.0
USW00014710,42.92963,-71.43559,69.8,2019-08-16,0.0,283.0,183.0,67.0
USW00014711,40.1962,-76.77249,91.1,2019-08-16,3.0,300.0,206.0,67.0
USW00014712,40.37342,-75.95924,101.3,2019-08-16,102.0,283.0,211.0,58.0
USW00014732,40.77945,-73.88027,3.0,2019-08-16,0.0,283.0,211.0,58.0
USW00014733,42.93998,-78.73606,216.2,2019-08-16,0.0,278.0,161.0,72.0
USW00014734,40.68275,-74.16927,1.9,2019-08-16,0.0,283.0,211.0,58.0
USW00014735,42.74722,-73.79913,85.4,2019-08-16,28.0,272.0,172.0,58.0
USW00014736,40.29993,-78.3168,446.6,2019-08-16,0.0,294.0,183.0,58.0
USW00014737,40.64984,-75.44773,117.4,2019-08-16,0.0,289.0,211.0,58.0
USW00014739,42.36057,-71.00975,3.2,2019-08-16,0.0,239.0,172.0,76.0
USW00014740,41.93742,-72.68202,51.6,2019-08-16,0.0,306.0,172.0,81.0
USW00014742,44.46825,-73.1499,101.1,2019-08-16,3.0,261.0,183.0,72.0
USW00014745,43.20488,-71.50257,103.1,2019-08-16,3.0,278.0,178.0,54.0
USW00014747,42.4932,-79.27623,203.9,2019-08-16,0.0,267.0,172.0,89.0
USW00014748,42.15658,-76.90291,285.3,2019-08-16,0.0,283.0,172.0,63.0
USW00014751,40.21843,-76.85521,102.1,2019-08-16,155.0,300.0,211.0,103.0
USW00014752,41.7352,-72.65115,4.0,2019-08-16,0.0,294.0,172.0,67.0
USW00014753,42.2123,-71.1137,190.5,2019-08-16,0.0,256.0,161.0,63.0
USW00014757,41.62574,-73.88155,46.6,2019-08-16,5.0,294.0,167.0,45.0
USW00014758,41.259,-72.88911,1.8,2019-08-16,0.0,272.0,183.0,58.0
USW00014763,42.42686,-73.28907,351.2,2019-08-16,15.0,278.0,144.0,54.0
USW00014764,43.64244,-70.30443,13.5,2019-08-16,3.0,239.0,172.0,63.0
USW00014765,41.72252,-71.43248,15.4,2019-08-16,0.0,278.0,172.0,76.0
USW00014768,43.11723,-77.67539,164.5,2019-08-16,3.0,283.0,161.0,63.0
USW00014770,40.81929,-76.86581,135.3,2019-08-16,8.0,283.0,189.0,58.0
USW00014771,43.1111,-76.10384,124.9,2019-08-16,74.0,278.0,178.0,72.0
USW00014775,42.16005,-72.71246,80.6,2019-08-16,0.0,300.0,167.0,67.0
USW00014777,41.33349,-75.72273,289.9,2019-08-16,3.0,289.0,189.0,58.0
USW00014778,41.24295,-76.92173,159.8,2019-08-16,0.0,289.0,200.0,67.0
USW00014787,41.52991,-71.28331,45.1,2019-08-16,0.0,261.0,161.0,58.0
USW00014792,40.27681,-74.81587,57.9,2019-08-16,0.0,289.0,206.0,58.0
USW00014794,41.35092,-71.80555,19.8,2019-08-16,0.0,256.0,172.0,58.0
USW00014813,41.03732,-81.46341,318.1,2019-08-16,0.0,283.0,194.0,67.0
USW00014815,42.31192,-85.24147,282.5,2019-08-16,33.0,272.0,122.0,72.0
USW00014819,41.78412,-87.75514,185.8,2019-08-16,0.0,294.0,183.0,81.0
USW00014820,41.40568,-81.85191,236.8,2019-08-16,0.0,278.0,206.0,63.0
USW00014821,39.99068,-82.87703,246.8,2019-08-16,0.0,294.0,178.0,63.0
USW00014822,42.40725,-83.00899,189.8,2019-08-16,3.0,272.0,178.0,72.0
USW00014825,41.01369,-83.66814,246.5,2019-08-16,0.0,289.0,178.0,67.0
USW00014826,42.96684,-83.74996,234.8,2019-08-16,5.0,278.0,122.0,45.0
USW00014827,40.97248,-85.20636,243.0,2019-08-16,0.0,278.0,144.0,67.0
USW00014835,40.41236,-86.94739,181.7,2019-08-16,0.0,289.0,156.0,67.0
USW00014837,43.14069,-89.34521,261.7,2019-08-16,5.0,267.0,167.0,76.0
USW00014839,42.95489,-87.9045,203.3,2019-08-16,0.0,278.0,167.0,89.0
USW00014840,43.17111,-86.23685,190.3,2019-08-16,5.0,278.0,139.0,72.0
USW00014841,45.5644,-84.79291,215.3,2019-08-16,8.0,261.0,56.0,58.0
USW00014842,40.66747,-89.68418,199.7,2019-08-16,0.0,300.0,189.0,63.0
USW00014845,43.52808,-84.08133,201.7,2019-08-16,0.0,256.0,144.0,54.0
USW00014847,46.47998,-84.35809,219.8,2019-08-16,5.0,244.0,128.0,72.0
USW00014848,41.70722,-86.31628,235.4,2019-08-16,0.0,267.0,133.0,72.0
USW00014852,41.25478,-80.67361,355.6,2019-08-16,0.0,278.0,167.0,58.0
USW00014858,47.16594,-88.48076,323.9,2019-08-16,69.0,206.0,139.0,63.0
USW00014860,42.08026,-80.18236,222.2,2019-08-16,8.0,256.0,189.0,72.0
USW00014880,42.42546,-87.8634,216.5,2019-08-16,3.0,278.0,144.0,89.0
USW00014891,40.8204,-82.51769,392.8,2019-08-16,0.0,272.0,194.0,58.0
USW00014894,40.16994,-80.64406,364.3,2019-08-16,0.0,283.0,178.0,58.0
USW00014895,40.91811,-81.44342,368.8,2019-08-16,0.0,283.0,189.0,67.0
USW00014897,44.927497,-89.625279,366.0,2019-08-16,94.0,222.0,156.0,72.0
USW00014898,44.47958,-88.1371,208.6,2019-08-16,102.0,239.0,150.0,81.0
USW00014905,40.73333,-99.0,649.2,2019-08-16,10.0,272.0,161.0,94.0
USW00014913,46.8436,-92.18658,433.4,2019-08-16,53.0,261.0,167.0,81.0
USW00014914,46.92424,-96.81186,272.8,2019-08-16,0.0,278.0,122.0,76.0
USW00014916,47.94281,-97.18294,255.5,2019-08-16,0.0,283.0,111.0,67.0
USW00014918,48.55943,-93.39554,352.6,2019-08-16,0.0,267.0,94.0,58.0
USW00014919,46.92586,-98.67037,455.7,2019-08-16,0.0,272.0,122.0,72.0
USW00014920,43.87922,-91.25301,198.2,2019-08-16,8.0,272.0,183.0,76.0
USW00014921,43.21106,-90.18739,218.0,2019-08-16,20.0,267.0,150.0,76.0
USW00014922,44.88523,-93.23133,254.5,2019-08-16,211.0,267.0,178.0,72.0
USW00014923,41.44816,-90.52365,175.5,2019-08-16,0.0,306.0,178.0,76.0
USW00014925,43.904,-92.49207,397.9,2019-08-16,3.0,250.0,161.0,81.0
USW00014926,45.54416,-94.0516,310.2,2019-08-16,53.0,267.0,156.0,67.0
USW00014927,44.93234,-93.05586,213.3,2019-08-16,173.0,267.0,172.0,76.0
USW00014929,45.44358,-98.41384,395.6,2019-08-16,0.0,278.0,100.0,54.0
USW00014931,40.77291,-91.12546,208.2,2019-08-16,0.0,294.0,200.0,58.0
USW00014933,41.53395,-93.65313,286.3,2019-08-16,0.0,278.0,183.0,67.0
USW00014935,40.96146,-98.31304,561.7,2019-08-16,3.0,267.0,156.0,67.0
USW00014936,44.37916,-98.22275,390.7,2019-08-16,0.0,283.0,128.0,63.0
USW00014937,41.6394,-91.54455,198.7,2019-08-16,0.0,300.0,183.0,76.0
USW00014939,40.84781,-96.76467,356.7,2019-08-16,0.0,294.0,161.0,58.0
USW00014940,43.1544,-93.32611,362.1,2019-08-16,0.0,267.0,122.0,81.0
USW00014941,41.97988,-97.4335,476.2,2019-08-16,0.0,272.0,150.0,54.0
USW00014942,41.31186,-95.90186,298.8,2019-08-16,0.0,283.0,178.0,40.0
USW00014943,42.39169,-96.37948,332.8,2019-08-16,0.0,278.0,150.0,45.0
USW00014944,43.57751,-96.75387,432.4,2019-08-16,0.0,283.0,139.0,67.0
USW00014946,44.90452,-97.14957,530.6,2019-08-16,0.0,256.0,117.0,63.0
USW00014950,41.10079,-92.44453,254.3,2019-08-16,18.0,289.0,172.0,58.0
USW00014954,44.21667,-93.91667,311.2,2019-08-16,0.0,261.0,167.0,63.0
USW00014972,43.16822,-95.21011,407.5,2019-08-16,0.0,283.0,150.0,63.0
USW00014989,40.89417,-97.62583,507.2,2019-08-16,3.0,261.0,150.0,40.0
USW00014990,41.882917,-91.724591,256.0,2019-08-16,0.0,272.0,156.0,67.0
USW00014991,44.86654,-91.48809,269.4,2019-08-16,41.0,250.0,161.0,76.0
USW00014992,44.54827,-95.08042,312.7,2019-08-16,0.0,272.0,144.0,63.0
USW00014994,40.78861,-99.77083,733.0,2019-08-16,25.0,272.0,156.0,72.0
USW00021504,19.71909,-155.04897,8.8,2019-08-16,84.0,317.0,217.0,67.0
USW00022010,29.3784,-100.92704,305.7,2019-08-16,0.0,417.0,261.0,67.0
USW00022516,20.88871,-156.43453,14.0,2019-08-16,10.0,322.0,233.0,112.0
USW00022521,21.32402,-157.93946,1.9,2019-08-16,0.0,333.0,261.0,98.0
USW00022534,21.15448,-157.09612,134.2,2019-08-16,0.0,328.0,256.0,98.0
USW00022536,21.98048,-159.33863,31.9,2019-08-16,18.0,311.0,244.0,112.0
USW00023007,34.42747,-100.28391,593.9,2019-08-16,0.0,406.0,233.0,103.0
USW00023009,33.30735,-104.50817,1104.6,2019-08-16,0.0,389.0,200.0,130.0
USW00023023,31.94754,-102.20859,872.4,2019-08-16,0.0,394.0,244.0,98.0
USW00023034,31.35172,-100.4948,582.4,2019-08-16,0.0,411.0,228.0,67.0
USW00023042,33.66578,-101.8233,993.2,2019-08-16,0.0,394.0,206.0,112.0
USW00023044,31.81234,-106.37737,1202.1,2019-08-16,0.0,383.0,244.0,98.0
USW00023047,35.22027,-101.71733,1099.3,2019-08-16,0.0,389.0,194.0,103.0
USW00023049,35.61096,-106.09574,1916.3,2019-08-16,0.0,322.0,117.0,107.0
USW00023050,35.04189,-106.61545,1618.4,2019-08-16,0.0,350.0,167.0,67.0
USW00023051,36.44834,-103.15366,1514.5,2019-08-16,0.0,350.0,133.0,130.0
USW00023054,35.65582,-105.13853,2094.0,2019-08-16,0.0,317.0,133.0,134.0
USW00023055,31.832739,-104.809025,1655.0,2019-08-16,0.0,356.0,206.0,112.0
USW00023064,37.92208,-100.72428,877.1,2019-08-16,5.0,361.0,189.0,143.0
USW00023066,39.13437,-108.54081,1470.4,2019-08-16,0.0,372.0,161.0,143.0
USW00023067,38.04948,-103.51335,1278.7,2019-08-16,0.0,367.0,172.0,139.0
USW00023070,37.26217,-104.33185,1749.2,2019-08-16,0.0,361.0,122.0,125.0
USW00023078,32.25923,-107.72056,1311.6,2019-08-16,0.0,378.0,194.0,89.0
USW00023081,35.50857,-108.79319,1970.3,2019-08-16,0.0,339.0,144.0,103.0
USW00023119,33.9,-117.25,468.2,2019-08-16,0.0,361.0,133.0,67.0
USW00023129,33.81177,-118.14718,10.2,2019-08-16,0.0,256.0,178.0,54.0
USW00023130,34.21214,-118.49146,239.2,2019-08-16,0.0,328.0,167.0,67.0
USW00023136,34.21142,-119.08762,21.6,2019-08-16,0.0,239.0,167.0,67.0
USW00023152,34.19966,-118.36543,222.7,2019-08-16,0.0,300.0,161.0,63.0
USW00023153,38.05049,-117.09063,1645.7,2019-08-16,0.0,356.0,133.0,98.0
USW00023154,39.29537,-114.84666,1904.9,2019-08-16,0.0,333.0,78.0,81.0
USW00023155,35.43424,-119.05524,149.3,2019-08-16,0.0,422.0,256.0,67.0
USW00023157,37.37114,-118.35886,1252.8,2019-08-16,0.0,389.0,139.0,72.0
USW00023158,33.61876,-114.71451,120.4,2019-08-16,0.0,456.0,267.0,103.0
USW00023159,37.70127,-112.14897,2309.9,2019-08-16,0.0,294.0,67.0,98.0
USW00023160,32.13153,-110.95638,777.6,2019-08-16,0.0,406.0,261.0,89.0
USW00023161,34.85371,-116.78702,584.8,2019-08-16,0.0,422.0,239.0,107.0
USW00023169,36.0719,-115.16343,662.8,2019-08-16,0.0,422.0,278.0,63.0
USW00023174,33.93816,-118.3866,29.7,2019-08-16,0.0,239.0,178.0,63.0
USW00023179,34.76783,-114.61842,270.6,2019-08-16,0.0,461.0,289.0,94.0
USW00023182,34.62944,-118.08309,764.7,2019-08-16,0.0,378.0,217.0,125.0
USW00023183,33.4278,-112.00365,339.2,2019-08-16,0.0,439.0,294.0,72.0
USW00023184,34.64915,-112.42234,1527.8,2019-08-16,0.0,339.0,172.0,107.0
USW00023185,39.50769,-119.76829,1342.5,2019-08-16,0.0,361.0,178.0,98.0
USW00023188,32.7336,-117.1831,4.6,2019-08-16,0.0,233.0,178.0,54.0
USW00023190,34.4241,-119.84249,2.5,2019-08-16,0.0,217.0,144.0,58.0
USW00023194,35.02795,-110.72206,1489.2,2019-08-16,0.0,372.0,167.0,116.0
USW00023213,38.50369,-122.81101,36.2,2019-08-16,0.0,350.0,139.0,72.0
USW00023225,39.27617,-120.70927,1611.2,2019-08-16,0.0,283.0,189.0,58.0
USW00023230,37.7178,-122.23301,1.5,2019-08-16,0.0,272.0,150.0,98.0
USW00023232,38.50659,-121.49604,5.9,2019-08-16,0.0,389.0,206.0,81.0
USW00023233,36.66352,-121.60928,22.3,2019-08-16,0.0,239.0,133.0,98.0
USW00023234,37.61962,-122.36562,3.2,2019-08-16,0.0,267.0,150.0,98.0
USW00023237,37.88997,-121.22637,8.3,2019-08-16,0.0,400.0,189.0,81.0
USW00023243,34.66667,-120.46667,26.8,2019-08-16,0.0,233.0,117.0,76.0
USW00023254,37.99165,-122.05268,7.0,2019-08-16,0.0,378.0,183.0,89.0
USW00023257,37.28597,-120.51788,46.5,2019-08-16,0.0,406.0,189.0,45.0
USW00023258,37.62544,-120.95492,26.5,2019-08-16,0.0,400.0,194.0,72.0
USW00023259,36.59041,-121.84881,48.8,2019-08-16,0.0,239.0,122.0,98.0
USW00023273,34.89403,-120.45216,74.2,2019-08-16,0.0,233.0,122.0,63.0
USW00023285,37.69309,-121.8149,119.7,2019-08-16,0.0,383.0,172.0,76.0
USW00023293,37.35938,-121.92444,15.0,2019-08-16,0.0,350.0,178.0,76.0
USW00024011,46.78232,-100.75752,503.2,2019-08-16,0.0,289.0,117.0,58.0
USW00024012,46.79968,-102.79715,787.4,2019-08-16,0.0,294.0,106.0,76.0
USW00024013,48.25203,-101.26891,505.2,2019-08-16,0.0,306.0,144.0,94.0
USW00024017,42.83736,-103.09806,1003.0,2019-08-16,3.0,289.0,144.0,81.0
USW00024018,41.15788,-104.80814,1864.8,2019-08-16,0.0,278.0,128.0,161.0
USW00024021,42.81536,-108.72604,1698.5,2019-08-16,0.0,294.0,106.0,98.0
USW00024022,41.3165,-105.67288,2216.8,2019-08-16,0.0,272.0,61.0,192.0
USW00024023,41.12199,-100.66895,841.9,2019-08-16,41.0,289.0,156.0,134.0
USW00024024,44.05099,-101.60138,672.7,2019-08-16,0.0,306.0,139.0,63.0
USW00024025,44.38191,-100.28641,523.9,2019-08-16,0.0,294.0,122.0,81.0
USW00024027,41.59465,-109.0529,2060.0,2019-08-16,0.0,283.0,100.0,174.0
USW00024028,41.87466,-103.60112,1206.0,2019-08-16,165.0,283.0,133.0,112.0
USW00024032,42.85855,-100.55141,790.9,2019-08-16,23.0,306.0,156.0,76.0
USW00024033,45.80721,-108.54618,1094.3,2019-08-16,0.0,294.0,144.0,112.0
USW00024036,47.05443,-109.45654,1257.4,2019-08-16,0.0,244.0,78.0,94.0
USW00024037,46.42647,-105.88333,800.2,2019-08-16,0.0,294.0,128.0,89.0
USW00024044,42.05732,-102.80169,1196.3,2019-08-16,318.0,272.0,100.0,277.0
USW00024046,40.49296,-107.52399,1884.9,2019-08-16,0.0,328.0,50.0,125.0
USW00024048,44.51734,-108.0752,1190.3,2019-08-16,0.0,294.0,128.0,63.0
USW00024057,41.80644,-107.19518,2063.2,2019-08-16,0.0,294.0,72.0,157.0
USW00024061,43.06217,-108.44705,1660.3,2019-08-16,0.0,289.0,106.0,67.0
USW00024062,43.96538,-107.95016,1278.5,2019-08-16,8.0,283.0,122.0,58.0
USW00024089,42.89778,-106.47361,1621.1,2019-08-16,0.0,294.0,111.0,81.0
USW00024090,44.04582,-103.05442,963.8,2019-08-16,0.0,278.0,117.0,76.0
USW00024091,40.51063,-101.62432,996.4,2019-08-16,8.0,300.0,150.0,116.0
USW00024110,47.19295,-119.31459,356.3,2019-08-16,0.0,317.0,150.0,94.0
USW00024121,40.82402,-115.78635,1540.5,2019-08-16,0.0,328.0,100.0,112.0
USW00024126,41.19406,-112.01682,1356.1,2019-08-16,0.0,300.0,167.0,45.0
USW00024127,40.77069,-111.96503,1288.4,2019-08-16,0.0,328.0,194.0,67.0
USW00024131,43.56705,-116.24062,860.5,2019-08-16,0.0,306.0,139.0,76.0
USW00024132,45.78759,-111.16152,1350.7,2019-08-16,0.0,272.0,50.0,81.0
USW00024133,42.54525,-113.7686,1262.9,2019-08-16,0.0,267.0,106.0,81.0
USW00024135,45.96436,-112.50147,1677.8,2019-08-16,0.0,239.0,44.0,72.0
USW00024137,48.60355,-112.37663,1171.8,2019-08-16,13.0,228.0,83.0,161.0
USW00024138,45.2584,-112.55454,1584.7,2019-08-16,0.0,244.0,56.0,72.0
USW00024143,47.47327,-111.38281,1117.7,2019-08-16,0.0,267.0,94.0,125.0
USW00024144,46.60444,-111.98921,1178.1,2019-08-16,0.0,261.0,100.0,98.0
USW00024145,43.52044,-112.06753,1442.7,2019-08-16,0.0,283.0,72.0,116.0
USW00024149,46.37458,-117.01529,435.8,2019-08-16,0.0,300.0,161.0,72.0
USW00024150,45.69835,-110.44154,1415.9,2019-08-16,0.0,272.0,72.0,116.0
USW00024152,45.511788,-118.424647,1137.0,2019-08-16,0.0,244.0,50.0,40.0
USW00024153,46.92076,-114.09376,973.8,2019-08-16,0.0,267.0,83.0,94.0
USW00024155,45.6975,-118.83446,452.5,2019-08-16,0.0,294.0,156.0,94.0
USW00024156,42.91969,-112.57232,1356.6,2019-08-16,0.0,289.0,94.0,112.0
USW00024157,47.62168,-117.52796,717.7,2019-08-16,0.0,278.0,144.0,94.0
USW00024160,46.09456,-118.28572,356.7,2019-08-16,0.0,294.0,183.0,76.0
USW00024162,44.01423,-117.00808,666.8,2019-08-16,0.0,333.0,167.0,63.0
USW00024163,46.2695,-119.11816,122.1,2019-08-16,0.0,317.0,133.0,72.0
USW00024164,42.57802,-110.10976,2118.0,2019-08-16,0.0,261.0,56.0,107.0
USW00024213,40.8097,-124.1602,6.1,2019-08-16,0.0,194.0,111.0,54.0
USW00024216,40.15186,-122.25478,108.0,2019-08-16,0.0,406.0,261.0,81.0
USW00024217,48.7991,-122.54069,45.9,2019-08-16,0.0,217.0,150.0,72.0
USW00024219,45.61901,-121.16571,71.2,2019-08-16,0.0,267.0,172.0,139.0
USW00024220,47.03376,-120.53135,532.5,2019-08-16,0.0,283.0,167.0,161.0
USW00024221,44.13311,-123.21563,109.0,2019-08-16,0.0,278.0,122.0,81.0
USW00024222,47.92322,-122.28308,167.1,2019-08-16,0.0,217.0,139.0,63.0
USW00024225,42.37503,-122.87702,400.3,2019-08-16,0.0,328.0,139.0,81.0
USW00024227,46.97371,-122.90493,60.9,2019-08-16,0.0,206.0,111.0,63.0
USW00024229,45.59578,-122.60919,6.7,2019-08-16,0.0,250.0,156.0,76.0
USW00024231,43.23367,-123.35775,152.9,2019-08-16,0.0,283.0,156.0,67.0
USW00024232,44.90488,-123.00103,63.4,2019-08-16,0.0,261.0,139.0,67.0
USW00024233,47.44467,-122.31442,112.5,2019-08-16,0.0,206.0,156.0,67.0
USW00024235,42.6,-123.3667,1170.7,2019-08-16,0.0,244.0,117.0,72.0
USW00024242,45.55098,-122.40984,7.5,2019-08-16,0.0,250.0,150.0,40.0
USW00024243,46.56398,-120.53488,321.0,2019-08-16,0.0,317.0,144.0,112.0
USW00024257,40.51462,-122.29773,152.6,2019-08-16,0.0,411.0,278.0,72.0
USW00024283,40.97844,-124.10479,64.5,2019-08-16,0.0,206.0,106.0,103.0
USW00024286,41.78361,-124.23796,17.0,2019-08-16,0.0,172.0,111.0,139.0
USW00025309,58.354,-134.55606,5.9,2019-08-16,0.0,211.0,111.0,54.0
USW00025323,59.24287,-135.51139,6.4,2019-08-16,13.0,217.0,94.0,81.0
USW00025325,55.3586,-131.72196,25.7,2019-08-16,0.0,222.0,156.0,58.0
USW00025331,61.59505,-149.09175,70.9,2019-08-16,0.0,256.0,122.0,63.0
USW00025333,57.04746,-135.36703,6.0,2019-08-16,0.0,172.0,144.0,40.0
USW00025335,59.45383,-135.32769,7.4,2019-08-16,13.0,211.0,111.0,107.0
USW00025339,59.51211,-139.67103,12.6,2019-08-16,3.0,189.0,94.0,40.0
USW00025501,57.75071,-152.4881,5.0,2019-08-16,0.0,300.0,156.0,107.0
USW00025503,58.68294,-156.65634,20.0,2019-08-16,0.0,233.0,106.0,58.0
USW00025506,59.74922,-154.90902,46.4,2019-08-16,0.0,239.0,133.0,81.0
USW00025507,59.64196,-151.49098,19.1,2019-08-16,0.0,189.0,100.0,67.0
USW00025516,59.44597,-151.70653,8.7,2019-08-16,0.0,239.0,117.0,58.0
USW00025624,55.22068,-162.7323,22.0,2019-08-16,0.0,194.0,100.0,98.0
USW00026410,60.48604,-145.4445,14.7,2019-08-16,0.0,200.0,100.0,45.0
USW00026411,64.80309,-147.87606,131.1,2019-08-16,231.0,133.0,89.0,125.0
USW00026415,63.99312,-145.72134,388.1,2019-08-16,241.0,128.0,67.0,125.0
USW00026422,64.77611,-141.16351,277.3,2019-08-16,140.0,144.0,89.0,45.0
USW00026425,62.15914,-145.45885,481.1,2019-08-16,10.0,211.0,111.0,54.0
USW00026435,64.54725,-149.08713,110.1,2019-08-16,213.0,139.0,78.0,63.0
USW00026451,61.16916,-150.02771,38.0,2019-08-16,0.0,239.0,144.0,81.0
USW00026491,61.1786,-149.96509,25.1,2019-08-16,0.0,256.0,156.0,63.0
USW00026492,60.78351,-148.84839,32.5,2019-08-16,0.0,278.0,78.0,72.0
USW00026510,62.9574,-155.61009,101.0,2019-08-16,0.0,156.0,100.0,72.0
USW00026523,60.57909,-151.24152,30.2,2019-08-16,0.0,233.0,78.0,81.0
USW00026529,65.173,-152.10676,68.7,2019-08-16,135.0,144.0,94.0,89.0
USW00026533,66.91764,-151.51892,196.5,2019-08-16,170.0,139.0,72.0,58.0
USW00026615,60.78497,-161.82931,32.6,2019-08-16,8.0,167.0,117.0,89.0
USW00026617,64.51112,-165.44002,5.4,2019-08-16,8.0,144.0,67.0,81.0
USW00027502,71.28703,-156.73938,8.1,2019-08-16,0.0,67.0,39.0,94.0
USW00053119,36.3114,-119.62319,76.0,2019-08-16,0.0,417.0,189.0,54.0
USW00053120,33.03801,-116.915979,422.0,2019-08-16,0.0,333.0,94.0,67.0
USW00053121,33.21946,-117.34962,9.1,2019-08-16,0.0,244.0,178.0,67.0
USW00053123,36.21205,-115.19394,667.4,2019-08-16,0.0,422.0,244.0,76.0
USW00053146,31.60563,-110.42809,1445.4,2019-08-16,0.0,350.0,200.0,139.0
USW00053175,33.89765,-117.60243,162.5,2019-08-16,0.0,317.0,150.0,72.0
USW00053802,39.47437,-88.27235,216.4,2019-08-16,0.0,278.0,178.0,81.0
USW00053803,37.75,-87.16667,122.8,2019-08-16,0.0,306.0,183.0,63.0
USW00053820,31.41912,-87.04844,79.1,2019-08-16,0.0,372.0,217.0,54.0
USW00053838,34.27209,-83.83045,386.4,2019-08-16,0.0,339.0,200.0,54.0
USW00053841,38.18463,-84.90393,236.8,2019-08-16,0.0,317.0,167.0,45.0
USW00053842,39.82483,-86.29583,247.4,2019-08-16,0.0,278.0,167.0,58.0
USW00053844,39.75725,-82.66333,258.7,2019-08-16,0.0,289.0,156.0,54.0
USW00053847,30.69729,-87.02073,49.9,2019-08-16,0.0,367.0,211.0,63.0
USW00053850,34.67221,-82.88143,270.8,2019-08-16,0.0,339.0,211.0,36.0
USW00053852,34.65798,-86.94343,179.1,2019-08-16,0.0,333.0,172.0,54.0
USW00053858,30.46304,-88.53156,2.8,2019-08-16,0.0,372.0,233.0,45.0
USW00053859,39.5918,-84.2263,290.4,2019-08-16,0.0,306.0,183.0,54.0
USW00053860,30.33708,-81.51277,11.9,2019-08-16,0.0,306.0,250.0,81.0
USW00053863,33.87835,-84.29802,298.4,2019-08-16,0.0,333.0,183.0,54.0
USW00053864,33.17835,-86.78178,172.5,2019-08-16,0.0,372.0,194.0,72.0
USW00053865,30.34355,-89.82237,7.5,2019-08-16,0.0,361.0,244.0,45.0
USW00053866,39.58545,-85.79982,244.4,2019-08-16,0.0,294.0,161.0,58.0
USW00053868,36.023,-84.2337,274.3,2019-08-16,0.0,333.0,189.0,31.0
USW00053869,35.93778,-89.83318,77.6,2019-08-16,0.0,322.0,194.0,67.0
USW00053870,35.1968,-81.15552,241.5,2019-08-16,0.0,350.0,217.0,36.0
USW00053871,34.9836,-81.05622,197.4,2019-08-16,0.0,339.0,206.0,54.0
USW00053873,34.11587,-84.850713,230.0,2019-08-16,0.0,344.0,189.0,45.0
USW00053901,36.87913,-91.90523,373.6,2019-08-16,267.0,289.0,194.0,103.0
USW00053902,30.36109,-95.41757,69.4,2019-08-16,0.0,361.0,233.0,63.0
USW00053903,30.74432,-95.58657,105.4,2019-08-16,0.0,372.0,244.0,40.0
USW00053905,32.53984,-93.74616,52.3,2019-08-16,0.0,361.0,239.0,45.0
USW00053908,36.04243,-95.99016,189.1,2019-08-16,0.0,367.0,222.0,98.0
USW00053909,32.99434,-97.32034,215.6,2019-08-16,0.0,383.0,250.0,81.0
USW00053910,30.06801,-95.55628,46.8,2019-08-16,0.0,356.0,250.0,58.0
USW00053911,32.71311,-96.26878,143.0,2019-08-16,0.0,389.0,244.0,72.0
USW00053915,30.02916,-91.88456,4.8,2019-08-16,0.0,350.0,239.0,81.0
USW00053916,39.819848,-93.576951,231.0,2019-08-16,8.0,278.0,200.0,63.0
USW00053917,30.04934,-90.02899,0.9,2019-08-16,0.0,350.0,289.0,40.0
USW00053918,36.37056,-92.47194,281.1,2019-08-16,0.0,294.0,217.0,54.0
USW00053919,33.63602,-91.7555,85.0,2019-08-16,0.0,361.0,217.0,40.0
USW00053920,35.25733,-93.095,115.7,2019-08-16,0.0,356.0,211.0,45.0
